DEPTH,GR,LLD,RHOB,NPHI,Formation,CORR GR,CORR LLD,CORR RHOB,CORR NPHI
3442.2,35.339,0.34927752746795526,2.426,0.218,Heather Fm. Sand VOLVE Top,35.339,0.34927752746795526,2.426,0.218
3442.3,35.151,0.351216345339342,2.42,0.216,Heather Fm. Sand VOLVE Top,35.151,,2.42,0.216
3442.4,34.192,0.3529539117100877,2.422,0.223,Heather Fm. Sand VOLVE Top,34.192,0.3529539117100877,2.422,0.223
3442.5,34.557,0.3546845539547286,2.429,0.234,Heather Fm. Sand VOLVE Top,34.557,0.3546845539547286,2.429,0.234
3442.6,34.444,0.355834495884936,2.437,0.242,Heather Fm. Sand VOLVE Top,34.444,0.355834495884936,2.437,0.242
3442.7,35.691,0.3577443251803756,2.444,0.251,Heather Fm. Sand VOLVE Top,35.691,0.3577443251803756,,0.251
3442.8,35.967,0.35276119172383086,2.45,0.262,Heather Fm. Sand VOLVE Top,35.967,0.35276119172383086,2.45,0.262
3442.9,33.638,0.3967222785037734,2.462,0.265,Heather Fm. Sand VOLVE Top,,0.3967222785037734,,
3443.0,33.939,0.4144719496293027,2.477,0.269,Heather Fm. Sand VOLVE Top,33.939,0.4144719496293027,2.477,0.269
3443.1,33.29,0.40517554621798935,2.49,0.265,Heather Fm. Sand VOLVE Top,,,,
3443.2,32.951,0.3960248966085932,2.494,0.262,Heather Fm. Sand VOLVE Top,32.951,,2.494,0.262
3443.3,33.073,0.3839947894417328,2.489,0.267,Heather Fm. Sand VOLVE Top,33.073,0.3839947894417328,2.489,0.267
3443.4,34.583,0.4112829130173842,2.483,0.275,Heather Fm. Sand VOLVE Top,34.583,0.4112829130173842,,
3443.5,35.377,0.45362407359145096,2.48,0.278,Heather Fm. Sand VOLVE Top,35.377,0.45362407359145096,2.48,0.278
3443.6,34.92,0.47842218774008055,2.482,0.276,Heather Fm. Sand VOLVE Top,34.92,0.47842218774008055,,0.276
3443.7,34.2,0.4756711883244297,2.485,0.274,Heather Fm. Sand VOLVE Top,34.2,0.4756711883244297,2.485,0.274
3443.8,35.331,0.48501121457857305,2.486,0.272,Heather Fm. Sand VOLVE Top,,0.48501121457857305,2.486,0.272
3443.9,34.535,0.4855794769846787,2.481,0.269,Heather Fm. Sand VOLVE Top,34.535,0.4855794769846787,2.481,0.269
3444.0,34.276,0.4931791206825153,2.47,0.263,Heather Fm. Sand VOLVE Top,34.276,0.4931791206825153,,0.263
3444.1,35.132,0.48244479191826517,2.455,0.259,Heather Fm. Sand VOLVE Top,35.132,0.48244479191826517,2.455,0.259
3444.2,34.164,0.519565500880509,2.439,0.258,Heather Fm. Sand VOLVE Top,34.164,0.519565500880509,,
3444.3,32.583,0.5698418994037616,2.427,0.263,Heather Fm. Sand VOLVE Top,,0.5698418994037616,2.427,0.263
3444.4,33.397,0.58849580100721,2.421,0.271,Heather Fm. Sand VOLVE Top,33.397,0.58849580100721,2.421,0.271
3444.5,33.156,0.6156344688774159,2.424,0.275,Heather Fm. Sand VOLVE Top,,0.6156344688774159,2.424,
3444.6,33.315,0.6395860866734264,2.437,0.277,Heather Fm. Sand VOLVE Top,,,2.437,
3444.7,32.649,0.6634182122526797,2.456,0.276,Heather Fm. Sand VOLVE Top,32.649,0.6634182122526797,2.456,0.276
3444.8,32.821,0.6695957810243133,2.474,0.276,Heather Fm. Sand VOLVE Top,32.821,0.6695957810243133,2.474,0.276
3444.9,32.642,0.6679196853173615,2.484,0.275,Heather Fm. Sand VOLVE Top,32.642,0.6679196853173615,2.484,
3445.0,31.421,0.6564815157904985,2.484,0.276,Heather Fm. Sand VOLVE Top,31.421,0.6564815157904985,2.484,0.276
3445.1,31.106,0.6614340503939201,2.479,0.275,Heather Fm. Sand VOLVE Top,31.106,0.6614340503939201,2.479,
3445.2,31.686,0.6174197467371766,2.479,0.272,Heather Fm. Sand VOLVE Top,31.686,0.6174197467371766,2.479,0.272
3445.3,31.601,0.6184664921990803,2.487,0.271,Heather Fm. Sand VOLVE Top,31.601,0.6184664921990803,2.487,0.271
3445.4,29.974,0.6031443726201823,2.502,0.275,Heather Fm. Sand VOLVE Top,29.974,0.6031443726201823,2.502,
3445.5,27.838,0.6012993101943376,2.519,0.274,Heather Fm. Sand VOLVE Top,27.838,0.6012993101943376,2.519,0.274
3445.6,28.15,0.619823500457278,2.529,0.273,Heather Fm. Sand VOLVE Top,28.15,0.619823500457278,2.529,
3445.7,29.401,0.6287974855667101,2.529,0.271,Heather Fm. Sand VOLVE Top,,0.6287974855667101,2.529,0.271
3445.8,28.919,0.6122539060964373,2.52,0.264,Heather Fm. Sand VOLVE Top,28.919,0.6122539060964373,2.52,0.264
3445.9,28.064,0.6110857334148726,2.511,0.257,Heather Fm. Sand VOLVE Top,28.064,0.6110857334148726,,0.257
3446.0,28.527,0.6177340353640179,2.506,0.254,Heather Fm. Sand VOLVE Top,,0.6177340353640179,,0.254
3446.1,28.987,0.6180480967120927,2.501,0.252,Heather Fm. Sand VOLVE Top,,0.6180480967120927,2.501,0.252
3446.2,29.986,0.548880562637515,2.494,0.25,Heather Fm. Sand VOLVE Top,29.986,0.548880562637515,2.494,0.25
3446.3,29.116,0.4219328132785084,2.49,0.249,Heather Fm. Sand VOLVE Top,,,,0.249
3446.4,28.645,0.48572142648158,2.497,0.248,Heather Fm. Sand VOLVE Top,,0.48572142648158,2.497,0.248
3446.5,28.156,0.6164755138885655,2.515,0.245,Heather Fm. Sand VOLVE Top,28.156,0.6164755138885655,2.515,0.245
3446.6,27.575,0.5768018958289126,2.532,0.237,Heather Fm. Sand VOLVE Top,,0.5768018958289126,2.532,0.237
3446.7,27.92,0.36642295722597273,2.534,0.229,Heather Fm. Sand VOLVE Top,27.92,0.36642295722597273,,0.229
3446.8,27.383,0.3244882333076564,2.519,0.222,Heather Fm. Sand VOLVE Top,,0.3244882333076564,2.519,0.222
3446.9,27.633,0.3544926005894365,2.501,0.211,Heather Fm. Sand VOLVE Top,27.633,0.3544926005894365,2.501,0.211
3447.0,26.901,0.5122840632818536,2.492,0.202,Heather Fm. Sand VOLVE Top,26.901,0.5122840632818536,,0.202
3447.1,28.724,0.5953859808091417,2.497,0.192,Heather Fm. Sand VOLVE Top,28.724,0.5953859808091417,2.497,0.192
3447.2,27.604,0.6126779183165018,2.508,0.187,Heather Fm. Sand VOLVE Top,,,2.508,0.187
3447.3,25.974,0.6266482684740102,2.516,0.185,Heather Fm. Sand VOLVE Top,25.974,0.6266482684740102,2.516,0.185
3447.4,27.043,0.6094876898532853,2.518,0.181,Heather Fm. Sand VOLVE Top,27.043,0.6094876898532853,,0.181
3447.5,27.511,0.6476763132408708,2.514,0.181,Heather Fm. Sand VOLVE Top,27.511,0.6476763132408708,2.514,0.181
3447.6,26.62,0.7233735670189845,2.508,0.182,Heather Fm. Sand VOLVE Top,26.62,0.7233735670189845,2.508,0.182
3447.7,27.667,0.7435097647284298,2.504,0.185,Heather Fm. Sand VOLVE Top,27.667,0.7435097647284298,2.504,0.185
3447.8,29.771,0.7953933349312894,2.502,0.187,Heather Fm. Sand VOLVE Top,29.771,0.7953933349312894,2.502,0.187
3447.9,28.554,1.003762020828246,2.501,0.192,Heather Fm. Sand VOLVE Top,28.554,1.003762020828246,2.501,0.192
3448.0,28.4,0.552303109338354,2.498,0.194,Heather Fm. Sand VOLVE Top,28.4,0.552303109338354,2.498,0.194
3448.1,27.006,0.5941714791149121,2.494,0.195,Heather Fm. Sand VOLVE Top,27.006,0.5941714791149121,2.494,0.195
3448.2,26.992,0.6172100945574338,2.493,0.196,Heather Fm. Sand VOLVE Top,26.992,0.6172100945574338,2.493,0.196
3448.3,28.047,0.6240757311456827,2.497,0.197,Heather Fm. Sand VOLVE Top,28.047,,2.497,0.197
3448.4,28.424,0.6375897858387,2.506,0.196,Heather Fm. Sand VOLVE Top,28.424,0.6375897858387,,0.196
3448.5,28.36,0.6280822609906794,2.513,0.192,Heather Fm. Sand VOLVE Top,28.36,0.6280822609906794,2.513,0.192
3448.6,28.839,0.6221103603612195,2.514,0.187,Heather Fm. Sand VOLVE Top,28.839,0.6221103603612195,2.514,0.187
3448.7,28.622,0.6125719540651762,2.506,0.187,Heather Fm. Sand VOLVE Top,28.622,,,0.187
3448.8,29.297,0.6152133348013585,2.491,0.19,Heather Fm. Sand VOLVE Top,,0.6152133348013585,2.491,0.19
3448.9,30.685,0.6498214632245652,2.479,0.187,Heather Fm. Sand VOLVE Top,30.685,0.6498214632245652,2.479,0.187
3449.0,31.221,0.6689447344577338,2.477,0.187,Heather Fm. Sand VOLVE Top,31.221,0.6689447344577338,2.477,0.187
3449.1,29.131,0.6837672614253116,2.487,0.183,Heather Fm. Sand VOLVE Top,29.131,,2.487,0.183
3449.2,30.292,0.6942541120252784,2.503,0.175,Heather Fm. Sand VOLVE Top,30.292,0.6942541120252784,2.503,0.175
3449.3,30.256,0.7007902213743469,2.52,0.164,Heather Fm. Sand VOLVE Top,30.256,0.7007902213743469,2.52,0.164
3449.4,30.77,0.7095243558763411,2.533,0.157,Heather Fm. Sand VOLVE Top,30.77,0.7095243558763411,2.533,0.157
3449.5,31.215,0.7150836706949273,2.541,0.154,Heather Fm. Sand VOLVE Top,31.215,0.7150836706949273,2.541,0.154
3449.6,29.954,0.719911064198339,2.547,0.158,Heather Fm. Sand VOLVE Top,29.954,0.719911064198339,2.547,0.158
3449.7,28.56,0.6894864483642479,2.557,0.16,Heather Fm. Sand VOLVE Top,28.56,0.6894864483642479,2.557,0.16
3449.8,28.173,0.6923180442592788,2.578,0.165,Heather Fm. Sand VOLVE Top,28.173,0.6923180442592788,2.578,0.165
3449.9,29.24,0.7042363373087877,2.612,0.164,Heather Fm. Sand VOLVE Top,29.24,0.7042363373087877,2.612,0.164
3450.0,27.862,0.7037211599270199,2.655,0.174,Heather Fm. Sand VOLVE Top,27.862,0.7037211599270199,2.655,0.174
3450.1,26.904,0.6910814921229684,2.699,0.173,Heather Fm. Sand VOLVE Top,26.904,0.6910814921229684,,0.173
3450.2,23.594,0.705007959333336,2.729,0.173,Heather Fm. Sand VOLVE Top,23.594,0.705007959333336,2.729,0.173
3450.3,23.086,0.7193312869837266,2.741,0.171,Heather Fm. Sand VOLVE Top,23.086,0.7193312869837266,,0.171
3450.4,23.595,0.7246035153967167,2.74,0.164,Heather Fm. Sand VOLVE Top,23.595,0.7246035153967167,,0.164
3450.5,24.738,0.7151673578484579,2.736,0.162,Heather Fm. Sand VOLVE Top,,0.7151673578484579,,0.162
3450.6,25.34,0.6552345070342942,2.74,0.163,Heather Fm. Sand VOLVE Top,25.34,0.6552345070342942,,0.163
3450.7,25.465,0.5825178836040624,2.75,0.163,Heather Fm. Sand VOLVE Top,25.465,0.5825178836040624,,0.163
3450.8,24.977,0.5790973265526438,2.758,0.163,Heather Fm. Sand VOLVE Top,24.977,,2.758,0.163
3450.9,25.81,0.6177340353640179,2.761,0.162,Heather Fm. Sand VOLVE Top,25.81,0.6177340353640179,,0.162
3451.0,27.09,0.768490105171245,2.752,0.166,Heather Fm. Sand VOLVE Top,27.09,0.768490105171245,,0.166
3451.1,28.074,0.735119634081872,2.732,0.171,Heather Fm. Sand VOLVE Top,28.074,0.735119634081872,,0.171
3451.2,27.585,0.6787004349983042,2.705,0.177,Heather Fm. Sand VOLVE Top,,0.6787004349983042,2.705,0.177
3451.3,27.307,0.6263403673750424,2.682,0.183,Heather Fm. Sand VOLVE Top,27.307,0.6263403673750424,2.682,0.183
3451.4,27.347,0.6172100945574338,2.666,0.189,Heather Fm. Sand VOLVE Top,27.347,0.6172100945574338,2.666,0.189
3451.5,28.882,0.6355842663112301,2.661,0.197,Heather Fm. Sand VOLVE Top,28.882,,,0.197
3451.6,30.162,0.6445370577784073,2.663,0.206,Heather Fm. Sand VOLVE Top,30.162,0.6445370577784073,2.663,0.206
3451.7,29.638,0.6696887080562082,2.671,0.216,Heather Fm. Sand VOLVE Top,29.638,0.6696887080562082,,0.216
3451.8,29.867,0.696618459232225,2.684,0.226,Heather Fm. Sand VOLVE Top,,0.696618459232225,,0.226
3451.9,29.219,0.615739688619155,2.706,0.237,Heather Fm. Sand VOLVE Top,29.219,0.615739688619155,2.706,0.237
3452.0,28.05,0.21958452621425473,2.733,0.247,Heather Fm. Sand VOLVE Top,28.05,0.21958452621425473,,0.247
3452.1,27.933,0.029789470831855614,2.754,0.254,Heather Fm. Sand VOLVE Top,27.933,0.029789470831855614,,0.254
3452.2,29.142,0.6001012556913907,2.758,0.26,Heather Fm. Sand VOLVE Top,29.142,0.6001012556913907,2.758,0.26
3452.3,31.524,0.6988831367525902,2.741,0.265,Heather Fm. Sand VOLVE Top,31.524,0.6988831367525902,,
3452.4,33.106,0.41664050733828095,2.714,0.277,Heather Fm. Sand VOLVE Top,33.106,0.41664050733828095,,
3452.5,34.838,-0.06651271215129456,2.687,0.288,Heather Fm. Sand VOLVE Top,,-0.06651271215129456,,0.288
3452.6,37.258,-0.20134935455473107,2.669,0.297,Heather Fm. Sand VOLVE Top,37.258,-0.20134935455473107,,0.297
3452.7,40.516,-0.0501222959631252,2.656,0.302,Heather Fm. Sand VOLVE Top,40.516,-0.0501222959631252,,0.302
3452.8,41.782,0.10277661488344131,2.645,0.303,Heather Fm. Sand VOLVE Top,41.782,0.10277661488344131,2.645,0.303
3452.9,44.121,0.1607685618611281,2.632,0.305,Heather Fm. Sand VOLVE Top,44.121,,2.632,0.305
3453.0,48.889,0.3005954838899635,2.616,0.312,Heather Fm. Sand VOLVE Top,48.889,0.3005954838899635,2.616,0.312
3453.1,50.689,0.3519894554356322,2.601,0.32,Heather Fm. Sand VOLVE Top,50.689,,2.601,0.32
3453.2,51.698,0.4063698354692675,2.597,0.331,Heather Fm. Sand VOLVE Top,51.698,,2.597,0.331
3453.3,52.53,0.4360035356698965,2.612,0.341,Heather Fm. Sand VOLVE Top,52.53,,2.612,0.341
3453.4,52.841,0.43980621139333026,2.646,0.347,Heather Fm. Sand VOLVE Top,52.841,0.43980621139333026,2.646,0.347
3453.5,50.854,0.4999618655961902,2.692,0.35,Heather Fm. Sand VOLVE Top,50.854,,2.692,0.35
3453.6,48.386,0.6060587494103143,2.734,0.35,Heather Fm. Sand VOLVE Top,48.386,0.6060587494103143,,0.35
3453.7,46.632,0.6302244107524323,2.762,0.35,Heather Fm. Sand VOLVE Top,46.632,0.6302244107524323,,0.35
3453.8,44.733,0.6603910984024671,2.773,0.349,Heather Fm. Sand VOLVE Top,44.733,0.6603910984024671,,0.349
3453.9,44.562,0.6586790285824489,2.776,0.348,Heather Fm. Sand VOLVE Top,,0.6586790285824489,2.776,0.348
3454.0,44.164,0.642068627341504,2.783,0.35,Heather Fm. Sand VOLVE Top,44.164,0.642068627341504,,0.35
3454.1,41.343,0.6242820958356683,2.805,0.357,Heather Fm. Sand VOLVE Top,41.343,0.6242820958356683,,
3454.2,40.558,0.6056282220076187,2.841,0.367,Heather Fm. Sand VOLVE Top,40.558,0.6056282220076187,2.841,0.367
3454.3,38.244,0.6203442997544932,2.887,0.379,Heather Fm. Sand VOLVE Top,,0.6203442997544932,,
3454.4,35.621,0.6416723732246865,2.929,0.39,Heather Fm. Sand VOLVE Top,35.621,0.6416723732246865,,
3454.5,33.743,0.6563857190586878,2.951,0.398,Heather Fm. Sand VOLVE Top,33.743,0.6563857190586878,,
3454.6,31.588,0.6326597132939135,2.944,0.405,Heather Fm. Sand VOLVE Top,31.588,0.6326597132939135,,
3454.7,35.593,0.62797998982998,2.916,0.41,Heather Fm. Sand VOLVE Top,35.593,0.62797998982998,,
3454.8,38.371,0.680154141734373,2.89,0.412,Heather Fm. Sand VOLVE Top,38.371,0.680154141734373,,
3454.9,39.534,0.7226339225338123,2.881,0.409,Heather Fm. Sand VOLVE Top,39.534,0.7226339225338123,,
3455.0,39.175,0.7025166974381506,2.887,0.403,Heather Fm. Sand VOLVE Top,39.175,0.7025166974381506,,
3455.1,42.276,0.6343764940883678,2.894,0.397,Heather Fm. Sand VOLVE Top,42.276,0.6343764940883678,,
3455.2,43.171,0.5850092799024611,2.892,0.399,Heather Fm. Sand VOLVE Top,43.171,0.5850092799024611,,0.399
3455.3,42.775,0.42764837118693266,2.884,0.408,Heather Fm. Sand VOLVE Top,42.775,,,
3455.4,45.273,0.25236751445989886,2.877,0.417,Heather Fm. Sand VOLVE Top,45.273,0.25236751445989886,,
3455.5,46.854,0.2395497208404731,2.873,0.424,Heather Fm. Sand VOLVE Top,46.854,0.2395497208404731,,
3455.6,44.721,0.2984163800612945,2.87,0.431,Heather Fm. Sand VOLVE Top,,0.2984163800612945,2.87,
3455.7,41.73,0.269746373130767,2.866,0.45,Heather Fm. Sand VOLVE Top,41.73,,2.866,0.45
3455.8,41.591,0.24477176149529495,2.86,0.468,Heather Fm. Sand VOLVE Top,41.591,,,
3455.9,42.486,0.27760921430409113,2.853,0.479,Heather Fm. Sand VOLVE Top,42.486,0.27760921430409113,,
3456.0,42.941,0.2711443179490783,2.847,0.479,Heather Fm. Sand VOLVE Top,42.941,0.2711443179490783,,
3456.1,44.017,0.1866738674997451,2.841,0.477,Heather Fm. Sand VOLVE Top,44.017,0.1866738674997451,2.841,
3456.2,42.485,0.09760432887441088,2.831,0.473,Heather Fm. Sand VOLVE Top,42.485,0.09760432887441088,,
3456.3,41.824,0.11727129565576427,2.822,0.466,Heather Fm. Sand VOLVE Top,,0.11727129565576427,,0.466
3456.4,41.895,0.22010808804005508,2.817,0.455,Heather Fm. Sand VOLVE Top,41.895,,2.817,0.455
3456.5,41.195,0.22659990520735745,2.825,0.449,Heather Fm. Sand VOLVE Top,41.195,0.22659990520735745,,
3456.6,37.557,0.21563756343506174,2.841,0.447,Heather Fm. Sand VOLVE Top,37.557,,2.841,
3456.7,38.333,0.21085336531489318,2.853,0.45,Heather Fm. Sand VOLVE Top,38.333,0.21085336531489318,,0.45
3456.8,38.465,0.1866738674997451,2.852,0.458,Heather Fm. Sand VOLVE Top,38.465,0.1866738674997451,,
3456.9,40.502,0.1513698502474604,2.838,0.466,Heather Fm. Sand VOLVE Top,40.502,,2.838,0.466
3457.0,44.71,0.11360915107302785,2.819,0.472,Heather Fm. Sand VOLVE Top,,,,
3457.1,44.836,0.13449585583467355,2.803,0.469,Heather Fm. Sand VOLVE Top,44.836,,,
3457.2,44.213,0.1705550585212085,2.796,0.464,Heather Fm. Sand VOLVE Top,,,2.796,0.464
3457.3,45.039,0.1781132523146318,2.793,0.453,Heather Fm. Sand VOLVE Top,,0.1781132523146318,2.793,0.453
3457.4,43.882,0.20601587676334454,2.787,0.437,Heather Fm. Sand VOLVE Top,43.882,,,
3457.5,41.434,0.2355284469075489,2.775,0.423,Heather Fm. Sand VOLVE Top,41.434,0.2355284469075489,2.775,
3457.6,42.142,0.23274206272073686,2.759,0.404,Heather Fm. Sand VOLVE Top,42.142,0.23274206272073686,2.759,
3457.7,42.431,0.2319790268315042,2.741,0.385,Heather Fm. Sand VOLVE Top,42.431,,,
3457.8,41.91,0.27829620809127387,2.724,0.368,Heather Fm. Sand VOLVE Top,41.91,0.27829620809127387,2.724,
3457.9,40.012,0.28035069304600563,2.706,0.363,Heather Fm. Sand VOLVE Top,40.012,0.28035069304600563,2.706,0.363
3458.0,39.389,0.27160930137883205,2.689,0.369,Heather Fm. Sand VOLVE Top,39.389,0.27160930137883205,,
3458.1,40.376,0.2557547866430442,2.681,0.377,Heather Fm. Sand VOLVE Top,40.376,,2.681,
3458.2,40.345,0.27021285489624264,2.693,0.374,Heather Fm. Sand VOLVE Top,40.345,,2.693,
3458.3,40.77,0.2741578492636798,2.724,0.358,Heather Fm. Sand VOLVE Top,40.77,0.2741578492636798,2.724,
3458.4,38.047,0.3637999454791093,2.764,0.337,Heather Fm. Sand VOLVE Top,38.047,,,0.337
3458.5,35.381,0.40001963506515853,2.797,0.322,Heather Fm. Sand VOLVE Top,35.381,,2.797,0.322
3458.6,32.605,0.47217114669236326,2.815,0.311,Heather Fm. Sand VOLVE Top,32.605,0.47217114669236326,2.815,0.311
3458.7,31.253,0.505014240084107,2.817,0.304,Heather Fm. Sand VOLVE Top,31.253,0.505014240084107,2.817,0.304
3458.8,29.351,0.5759956202032677,2.81,0.301,Heather Fm. Sand VOLVE Top,29.351,0.5759956202032677,,0.301
3458.9,27.423,0.6276730317666159,2.802,0.301,Heather Fm. Sand VOLVE Top,27.423,0.6276730317666159,,0.301
3459.0,26.907,0.6462076122066852,2.788,0.305,Heather Fm. Sand VOLVE Top,26.907,0.6462076122066852,,0.305
3459.1,27.497,0.6300208511134099,2.768,0.308,Heather Fm. Sand VOLVE Top,27.497,0.6300208511134099,,
3459.2,27.523,0.6138418218760693,2.75,0.311,Heather Fm. Sand VOLVE Top,27.523,0.6138418218760693,,0.311
3459.3,27.993,0.5620548296563785,2.744,0.313,Heather Fm. Sand VOLVE Top,,0.5620548296563785,2.744,
3459.4,27.112,0.5286596452349899,2.748,0.313,Heather Fm. Sand VOLVE Top,27.112,,2.748,
3459.5,25.774,0.5501059993475927,2.751,0.311,Heather Fm. Sand VOLVE Top,25.774,0.5501059993475927,,0.311
3459.6,27.006,0.6050894618815803,2.744,0.313,Heather Fm. Sand VOLVE Top,27.006,,2.744,
3459.7,27.626,0.5698418994037616,2.726,0.314,Heather Fm. Sand VOLVE Top,27.626,0.5698418994037616,,
3459.8,28.091,0.5535189401489695,2.708,0.32,Heather Fm. Sand VOLVE Top,,,,0.32
3459.9,29.608,0.506369717095504,2.695,0.325,Heather Fm. Sand VOLVE Top,29.608,0.506369717095504,,0.325
3460.0,29.232,0.4959603948817052,2.69,0.33,Heather Fm. Sand VOLVE Top,29.232,,,0.33
3460.1,29.03,0.43200668726959834,2.692,0.333,Heather Fm. Sand VOLVE Top,29.03,0.43200668726959834,2.692,0.333
3460.2,27.543,0.3979400086720376,2.702,0.332,Heather Fm. Sand VOLVE Top,,0.3979400086720376,,0.332
3460.3,25.137,0.31344537042641407,2.723,0.329,Heather Fm. Sand VOLVE Top,25.137,0.31344537042641407,,0.329
3460.4,23.869,0.28510702956681194,2.751,0.325,Heather Fm. Sand VOLVE Top,,0.28510702956681194,,0.325
3460.5,23.68,0.2975416678181598,2.778,0.317,Heather Fm. Sand VOLVE Top,,,,
3460.6,25.345,0.3044905277734877,2.795,0.308,Heather Fm. Sand VOLVE Top,25.345,,,
3460.7,25.399,0.3142886609474977,2.794,0.302,Heather Fm. Sand VOLVE Top,25.399,,2.794,0.302
3460.8,25.838,0.3684728384403618,2.777,0.299,Heather Fm. Sand VOLVE Top,25.838,0.3684728384403618,,0.299
3460.9,25.068,0.3684728384403618,2.753,0.298,Heather Fm. Sand VOLVE Top,25.068,0.3684728384403618,,0.298
3461.0,24.912,0.35102285258412386,2.729,0.302,Heather Fm. Sand VOLVE Top,24.912,,2.729,0.302
3461.1,27.313,0.4117880045438689,2.71,0.309,Heather Fm. Sand VOLVE Top,27.313,,,
3461.2,28.275,0.4452927694259718,2.696,0.317,Heather Fm. Sand VOLVE Top,,,2.696,
3461.3,30.912,0.42455497660671315,2.683,0.32,Heather Fm. Sand VOLVE Top,30.912,0.42455497660671315,2.683,0.32
3461.4,32.502,0.3600250891893975,2.667,0.32,Heather Fm. Sand VOLVE Top,32.502,0.3600250891893975,,0.32
3461.5,31.649,0.33102217104182863,2.645,0.32,Heather Fm. Sand VOLVE Top,31.649,0.33102217104182863,2.645,0.32
3461.6,31.114,0.33041377334919086,2.619,0.32,Heather Fm. Sand VOLVE Top,31.114,,2.619,0.32
3461.7,32.591,0.33585891131981793,2.595,0.316,Heather Fm. Sand VOLVE Top,,0.33585891131981793,2.595,
3461.8,34.727,0.34340859380385735,2.577,0.306,Heather Fm. Sand VOLVE Top,34.727,0.34340859380385735,2.577,0.306
3461.9,36.02,0.362105319293773,2.565,0.293,Heather Fm. Sand VOLVE Top,,0.362105319293773,2.565,0.293
3462.0,36.145,0.3471347829100199,2.558,0.285,Heather Fm. Sand VOLVE Top,36.145,,2.558,0.285
3462.1,37.502,0.3205616801952366,2.555,0.287,Heather Fm. Sand VOLVE Top,37.502,0.3205616801952366,2.555,0.287
3462.2,39.811,0.3089910290001641,2.555,0.29,Heather Fm. Sand VOLVE Top,,0.3089910290001641,2.555,0.29
3462.3,41.378,0.2944662261615929,2.555,0.288,Heather Fm. Sand VOLVE Top,41.378,0.2944662261615929,2.555,0.288
3462.4,44.13,0.2667019668840879,2.556,0.279,Heather Fm. Sand VOLVE Top,44.13,,2.556,
3462.5,45.716,0.24353410183206192,2.553,0.266,Heather Fm. Sand VOLVE Top,45.716,0.24353410183206192,2.553,0.266
3462.6,45.707,0.23172438332851655,2.545,0.256,Heather Fm. Sand VOLVE Top,45.707,,2.545,0.256
3462.7,46.877,0.24278980947867654,2.532,0.252,Heather Fm. Sand VOLVE Top,46.877,0.24278980947867654,2.532,0.252
3462.8,48.022,0.2410481506716444,2.519,0.25,Heather Fm. Sand VOLVE Top,,0.2410481506716444,2.519,0.25
3462.9,48.947,0.21853550521652784,2.512,0.246,Heather Fm. Sand VOLVE Top,48.947,0.21853550521652784,2.512,0.246
3463.0,50.659,0.21325205219639665,2.508,0.239,Heather Fm. Sand VOLVE Top,50.659,,2.508,0.239
3463.1,50.135,0.19562294358693666,2.503,0.233,Heather Fm. Sand VOLVE Top,50.135,,2.503,0.233
3463.2,47.745,0.19838213000829422,2.496,0.229,Heather Fm. Sand VOLVE Top,,0.19838213000829422,2.496,0.229
3463.3,47.238,0.19340290306241747,2.49,0.229,Heather Fm. Sand VOLVE Top,47.238,0.19340290306241747,,0.229
3463.4,47.628,0.2000292665537703,2.488,0.23,Heather Fm. Sand VOLVE Top,47.628,0.2000292665537703,,0.23
3463.5,47.448,0.21325205219639665,2.489,0.233,Heather Fm. Sand VOLVE Top,47.448,,2.489,0.233
3463.6,47.381,0.22788670461367352,2.491,0.237,Heather Fm. Sand VOLVE Top,47.381,0.22788670461367352,2.491,0.237
3463.7,45.115,0.2395497208404731,2.495,0.241,Heather Fm. Sand VOLVE Top,,0.2395497208404731,2.495,0.241
3463.8,45.792,0.2437819160937949,2.501,0.244,Heather Fm. Sand VOLVE Top,45.792,0.2437819160937949,2.501,0.244
3463.9,45.989,0.20871001990640115,2.508,0.244,Heather Fm. Sand VOLVE Top,45.989,,2.508,0.244
3464.0,46.188,0.22968184231767583,2.515,0.244,Heather Fm. Sand VOLVE Top,46.188,,2.515,0.244
3464.1,47.24,0.2648178230095365,2.526,0.246,Heather Fm. Sand VOLVE Top,47.24,0.2648178230095365,2.526,0.246
3464.2,48.043,0.29424571613811823,2.542,0.244,Heather Fm. Sand VOLVE Top,,0.29424571613811823,2.542,0.244
3464.3,50.285,0.3081373786380386,2.561,0.247,Heather Fm. Sand VOLVE Top,,0.3081373786380386,2.561,0.247
3464.4,50.711,0.32919441508845104,2.575,0.248,Heather Fm. Sand VOLVE Top,50.711,0.32919441508845104,2.575,0.248
3464.5,51.963,0.34143452457814016,2.579,0.249,Heather Fm. Sand VOLVE Top,51.963,0.34143452457814016,2.579,0.249
3464.6,55.923,0.3639878297484914,2.575,0.249,Heather Fm. Sand VOLVE Top,55.923,0.3639878297484914,2.575,0.249
3464.7,58.495,0.39339969529310187,2.568,0.259,Heather Fm. Sand VOLVE Top,58.495,,2.568,0.259
3464.8,58.693,0.4106085425683679,2.568,0.269,Heather Fm. Sand VOLVE Top,58.693,0.4106085425683679,2.568,0.269
3464.9,59.763,0.4287825114969545,2.578,0.279,Heather Fm. Sand VOLVE Top,59.763,0.4287825114969545,2.578,
3465.0,60.55,0.4926207220431918,2.595,0.297,Heather Fm. Sand VOLVE Top,,0.4926207220431918,2.595,0.297
