DEPTH,GR,LLD,RHOB,NPHI,Formation,CORR GR,CORR LLD,CORR RHOB,CORR NPHI
3198.2,9.04,0.9788649843476569,2.599,0.077,Hod Fm. Top,9.04,0.9788649843476569,2.599,0.077
3198.3,9.933,0.9771746760201874,2.609,0.071,Hod Fm. Top,9.933,0.9771746760201874,2.609,0.071
3198.4,10.037,0.9762123771173772,2.609,0.069,Hod Fm. Top,10.037,0.9762123771173772,2.609,0.069
3198.5,8.748,0.9782261816745259,2.606,0.068,Hod Fm. Top,8.748,0.9782261816745259,2.606,0.068
3198.6,9.243,0.97483395504854,2.601,0.067,Hod Fm. Top,9.243,,2.601,
3198.7,10.262,0.9788649843476569,2.598,0.066,Hod Fm. Top,10.262,0.9788649843476569,2.598,0.066
3198.8,10.179,0.9809119377768436,2.597,0.064,Hod Fm. Top,,0.9809119377768436,2.597,0.064
3198.9,9.569,0.9754777631658746,2.597,0.064,Hod Fm. Top,9.569,,2.597,0.064
3199.0,9.001,0.9619428831413872,2.596,0.065,Hod Fm. Top,9.001,0.9619428831413872,2.596,
3199.1,7.858,0.9555915504057244,2.594,0.068,Hod Fm. Top,,0.9555915504057244,2.594,0.068
3199.2,7.385,0.9572719799929429,2.592,0.071,Hod Fm. Top,,0.9572719799929429,2.592,0.071
3199.3,7.948,0.9538079976653072,2.591,0.071,Hod Fm. Top,,0.9538079976653072,2.591,0.071
3199.4,8.522,0.9568404901592334,2.593,0.073,Hod Fm. Top,8.522,0.9568404901592334,2.593,0.073
3199.5,8.955,0.9526471697589431,2.598,0.073,Hod Fm. Top,8.955,0.9526471697589431,2.598,0.073
3199.6,9.154,0.9484618700612836,2.603,0.072,Hod Fm. Top,,0.9484618700612836,2.603,0.072
3199.7,9.556,0.9441864612836874,2.607,0.072,Hod Fm. Top,9.556,0.9441864612836874,2.607,0.072
3199.8,9.4,0.9398685444595097,2.608,0.072,Hod Fm. Top,9.4,0.9398685444595097,2.608,0.072
3199.9,9.171,0.9291633832050644,2.607,0.073,Hod Fm. Top,,0.9291633832050644,2.607,0.073
3200.0,9.348,0.92069713446992,2.605,0.075,Hod Fm. Top,9.348,,2.605,0.075
3200.1,9.362,0.9185021396361738,2.602,0.077,Hod Fm. Top,9.362,0.9185021396361738,2.602,0.077
3200.2,9.545,0.9162959945631309,2.599,0.078,Hod Fm. Top,9.545,0.9162959945631309,2.599,0.078
3200.3,11.153,0.9141315126308938,2.594,0.079,Hod Fm. Top,11.153,0.9141315126308938,2.594,0.079
3200.4,12.592,0.9119561890726869,2.589,0.078,Hod Fm. Top,,0.9119561890726869,2.589,0.078
3200.5,12.644,0.9243309847086784,2.587,0.075,Hod Fm. Top,,0.9243309847086784,2.587,0.075
3200.6,13.029,0.919078092376074,2.589,0.074,Hod Fm. Top,13.029,0.919078092376074,2.589,0.074
3200.7,13.167,0.9189734304929542,2.594,0.074,Hod Fm. Top,13.167,0.9189734304929542,2.594,0.074
3200.8,13.246,0.9191304138606144,2.599,0.075,Hod Fm. Top,,0.9191304138606144,2.599,0.075
3200.9,13.015,0.9098768179903928,2.603,0.076,Hod Fm. Top,13.015,0.9098768179903928,2.603,0.076
3201.0,13.116,0.9259821003271032,2.604,0.077,Hod Fm. Top,13.116,0.9259821003271032,2.604,0.077
3201.1,13.837,0.9358094538099329,2.601,0.077,Hod Fm. Top,,0.9358094538099329,2.601,0.077
3201.2,13.227,0.9431481293585628,2.599,0.078,Hod Fm. Top,,0.9431481293585628,2.599,0.078
3201.3,13.795,0.9472376078706664,2.598,0.079,Hod Fm. Top,,0.9472376078706664,2.598,0.079
3201.4,14.341,0.9400680137393526,2.601,0.078,Hod Fm. Top,,0.9400680137393526,2.601,0.078
3201.5,14.353,0.9098768179903928,2.604,0.08,Hod Fm. Top,14.353,0.9098768179903928,2.604,
3201.6,16.054,0.9078411425829446,2.606,0.081,Hod Fm. Top,16.054,0.9078411425829446,2.606,0.081
3201.7,18.135,0.9100371235530508,2.604,0.081,Hod Fm. Top,18.135,0.9100371235530508,2.604,0.081
3201.8,20.566,0.9115837009810758,2.602,0.081,Hod Fm. Top,20.566,,2.602,0.081
3201.9,20.735,0.919548758968848,2.602,0.079,Hod Fm. Top,20.735,0.919548758968848,2.602,0.079
3202.0,19.704,0.9287542021766533,2.605,0.075,Hod Fm. Top,19.704,0.9287542021766533,2.605,0.075
3202.1,17.959,0.9373674175172896,2.608,0.069,Hod Fm. Top,17.959,,2.608,0.069
3202.2,15.662,0.9451730461739001,2.61,0.064,Hod Fm. Top,,0.9451730461739001,2.61,0.064
3202.3,13.52,0.9569843677427602,2.612,0.06,Hod Fm. Top,13.52,0.9569843677427602,2.612,0.06
3202.4,10.747,0.9672202597829673,2.614,0.059,Hod Fm. Top,10.747,,2.614,0.059
3202.5,9.619,0.9623693356700211,2.617,0.059,Hod Fm. Top,9.619,0.9623693356700211,2.617,0.059
3202.6,8.816,0.9620850805173599,2.618,0.061,Hod Fm. Top,8.816,0.9620850805173599,2.618,0.061
3202.7,8.262,0.9648251178833888,2.616,0.064,Hod Fm. Top,,0.9648251178833888,2.616,0.064
3202.8,8.138,0.9640237928400335,2.611,0.068,Hod Fm. Top,,0.9640237928400335,2.611,0.068
3202.9,8.138,0.9629845843169971,2.604,0.07,Hod Fm. Top,,0.9629845843169971,2.604,0.07
3203.0,9.435,0.9604232070778295,2.6,0.07,Hod Fm. Top,9.435,,2.6,0.07
3203.1,10.003,0.9544837171555521,2.598,0.069,Hod Fm. Top,10.003,0.9544837171555521,2.598,0.069
3203.2,9.591,0.9474337218870508,2.598,0.069,Hod Fm. Top,9.591,0.9474337218870508,2.598,0.069
3203.3,9.745,0.9407654356312175,2.599,0.068,Hod Fm. Top,9.745,0.9407654356312175,2.599,0.068
3203.4,9.739,0.929521100631104,2.601,0.068,Hod Fm. Top,9.739,0.929521100631104,2.601,0.068
3203.5,9.561,0.9347004017154249,2.604,0.068,Hod Fm. Top,9.561,,2.604,0.068
3203.6,8.704,0.9365137424788933,2.605,0.066,Hod Fm. Top,8.704,0.9365137424788933,2.605,0.066
3203.7,7.853,0.9349527078178581,2.604,0.064,Hod Fm. Top,,,2.604,0.064
3203.8,7.555,0.9334872878487055,2.601,0.063,Hod Fm. Top,,,2.601,0.063
3203.9,6.956,0.9258275746247423,2.599,0.062,Hod Fm. Top,,0.9258275746247423,2.599,0.062
3204.0,6.327,0.9136549350866199,2.6,0.061,Hod Fm. Top,,0.9136549350866199,2.6,0.061
3204.1,6.508,0.9146075677710805,2.603,0.061,Hod Fm. Top,,,2.603,0.061
3204.2,6.104,0.9012403020733092,2.606,0.062,Hod Fm. Top,,0.9012403020733092,2.606,0.062
3204.3,6.422,0.8987251815894935,2.608,0.066,Hod Fm. Top,,0.8987251815894935,2.608,0.066
3204.4,6.338,0.9010767157262548,2.607,0.073,Hod Fm. Top,,0.9010767157262548,2.607,0.073
3204.5,5.787,0.908324139276179,2.603,0.079,Hod Fm. Top,,0.908324139276179,2.603,0.079
3204.6,7.03,0.9090744014009043,2.595,0.086,Hod Fm. Top,,0.9090744014009043,2.595,0.086
3204.7,9.208,0.8526019693382348,2.588,0.092,Hod Fm. Top,9.208,0.8526019693382348,2.588,0.092
3204.8,12.313,0.7977521286507108,2.583,0.097,Hod Fm. Top,12.313,0.7977521286507108,2.583,0.097
3204.9,15.883,0.7629784908677429,2.58,0.101,Hod Fm. Top,15.883,0.7629784908677429,2.58,0.101
3205.0,18.757,0.7500453120117675,2.578,0.103,Hod Fm. Top,18.757,0.7500453120117675,2.578,0.103
3205.1,20.085,0.777716738609626,2.578,0.102,Hod Fm. Top,20.085,0.777716738609626,2.578,0.102
3205.2,21.209,0.8327004709605674,2.581,0.099,Hod Fm. Top,21.209,0.8327004709605674,2.581,0.099
3205.3,23.076,0.8445393021290079,2.588,0.093,Hod Fm. Top,23.076,0.8445393021290079,2.588,0.093
3205.4,22.074,0.8296896408989711,2.596,0.087,Hod Fm. Top,22.074,0.8296896408989711,2.596,0.087
3205.5,19.757,0.7623033632877684,2.604,0.081,Hod Fm. Top,,0.7623033632877684,2.604,0.081
3205.6,18.18,0.7577754910119255,2.607,0.076,Hod Fm. Top,,0.7577754910119255,2.607,0.076
3205.7,15.8,0.752739693935328,2.608,0.071,Hod Fm. Top,15.8,0.752739693935328,2.608,0.071
3205.8,13.736,0.8150461760646306,2.606,0.067,Hod Fm. Top,13.736,0.8150461760646306,2.606,
3205.9,11.588,0.8061799739838872,2.602,0.064,Hod Fm. Top,,0.8061799739838872,2.602,0.064
3206.0,9.156,0.8460276753643787,2.598,0.064,Hod Fm. Top,,0.8460276753643787,2.598,0.064
3206.1,9.458,0.8963608454693164,2.597,0.065,Hod Fm. Top,9.458,0.8963608454693164,2.597,
3206.2,12.29,0.884682104206025,2.598,0.065,Hod Fm. Top,12.29,,2.598,
3206.3,12.98,0.8842854623396752,2.6,0.068,Hod Fm. Top,12.98,,2.6,0.068
3206.4,12.994,0.88218288763027,2.601,0.072,Hod Fm. Top,12.994,0.88218288763027,2.601,0.072
3206.5,14.464,0.8834342936830093,2.601,0.075,Hod Fm. Top,14.464,0.8834342936830093,2.601,0.075
3206.6,16.012,0.8804133998779167,2.6,0.077,Hod Fm. Top,16.012,0.8804133998779167,2.6,0.077
3206.7,15.904,0.8860957324377474,2.599,0.079,Hod Fm. Top,15.904,0.8860957324377474,2.599,0.079
3206.8,16.774,0.8862086241674976,2.597,0.08,Hod Fm. Top,16.774,0.8862086241674976,2.597,
3206.9,17.483,0.8793253007848074,2.595,0.081,Hod Fm. Top,17.483,0.8793253007848074,2.595,0.081
3207.0,17.805,0.8795546009389744,2.592,0.082,Hod Fm. Top,17.805,0.8795546009389744,2.592,0.082
3207.1,18.792,0.8621313793130372,2.59,0.085,Hod Fm. Top,18.792,0.8621313793130372,2.59,
3207.2,20.633,0.8525409857697989,2.589,0.089,Hod Fm. Top,,0.8525409857697989,2.589,0.089
3207.3,21.248,0.8630848253203598,2.585,0.094,Hod Fm. Top,21.248,0.8630848253203598,2.585,0.094
3207.4,21.914,0.8915932043489652,2.579,0.098,Hod Fm. Top,21.914,,2.579,0.098
3207.5,22.648,0.8948696567452525,2.572,0.1,Hod Fm. Top,22.648,0.8948696567452525,2.572,0.1
3207.6,21.772,0.868879446237088,2.567,0.098,Hod Fm. Top,21.772,0.868879446237088,2.567,0.098
3207.7,19.932,0.8291107101552946,2.564,0.095,Hod Fm. Top,19.932,0.8291107101552946,2.564,0.095
3207.8,16.897,0.829303772831025,2.566,0.09,Hod Fm. Top,16.897,0.829303772831025,2.566,0.09
3207.9,14.429,0.8265930539340481,2.57,0.085,Hod Fm. Top,14.429,0.8265930539340481,2.57,
3208.0,12.924,0.8360074591255315,2.575,0.081,Hod Fm. Top,,0.8360074591255315,2.575,0.081
3208.1,11.15,0.8358173542934729,2.58,0.078,Hod Fm. Top,11.15,0.8358173542934729,2.58,0.078
3208.2,10.463,0.8356271662098977,2.583,0.077,Hod Fm. Top,,0.8356271662098977,2.583,0.077
3208.3,9.681,0.8355003278673188,2.582,0.076,Hod Fm. Top,9.681,0.8355003278673188,2.582,0.076
3208.4,9.188,0.8353100008690627,2.577,0.077,Hod Fm. Top,9.188,0.8353100008690627,2.577,0.077
3208.5,9.518,0.8337843746564789,2.572,0.077,Hod Fm. Top,9.518,0.8337843746564789,2.572,0.077
3208.6,9.607,0.8300109359361179,2.569,0.078,Hod Fm. Top,9.607,0.8300109359361179,2.569,0.078
3208.7,10.562,0.8282731120520698,2.568,0.08,Hod Fm. Top,10.562,,2.568,
3208.8,11.023,0.8129133566428556,2.568,0.082,Hod Fm. Top,11.023,0.8129133566428556,2.568,0.082
3208.9,12.27,0.8046845149069404,2.569,0.087,Hod Fm. Top,12.27,0.8046845149069404,2.569,0.087
3209.0,15.415,0.811976944336954,2.57,0.096,Hod Fm. Top,15.415,0.811976944336954,2.57,0.096
3209.1,19.398,0.8156441491319654,2.571,0.106,Hod Fm. Top,19.398,0.8156441491319654,2.571,0.106
3209.2,22.834,0.8094923769373418,2.571,0.116,Hod Fm. Top,22.834,,2.571,0.116
3209.3,28.976,0.7902147702439793,2.57,0.122,Hod Fm. Top,,0.7902147702439793,2.57,0.122
3209.4,33.25,0.7401257369657306,2.571,0.124,Hod Fm. Top,33.25,,2.571,0.124
3209.5,34.376,0.6815125866389622,2.572,0.118,Hod Fm. Top,,,2.572,0.118
3209.6,32.219,0.6402826296966808,2.573,0.108,Hod Fm. Top,32.219,,2.573,0.108
3209.7,29.045,0.6374897295125107,2.574,0.092,Hod Fm. Top,29.045,0.6374897295125107,2.574,0.092
3209.8,24.28,0.7068030970373382,2.578,0.078,Hod Fm. Top,24.28,0.7068030970373382,2.578,0.078
3209.9,19.088,0.7976829349148991,2.585,0.068,Hod Fm. Top,19.088,0.7976829349148991,2.585,0.068
3210.0,15.069,0.8926510338773003,2.594,0.063,Hod Fm. Top,,,2.594,0.063
3210.1,11.435,0.9530344572503567,2.599,0.061,Hod Fm. Top,11.435,0.9530344572503567,2.599,0.061
3210.2,9.972,0.9499264436679122,2.599,0.062,Hod Fm. Top,9.972,0.9499264436679122,2.599,0.062
3210.3,10.513,0.9360611166099885,2.593,0.066,Hod Fm. Top,10.513,0.9360611166099885,2.593,0.066
3210.4,11.012,0.9153470623241918,2.587,0.072,Hod Fm. Top,11.012,,2.587,0.072
3210.5,13.071,0.9082704994957239,2.583,0.078,Hod Fm. Top,,0.9082704994957239,2.583,0.078
3210.6,15.142,0.9111043178040359,2.583,0.082,Hod Fm. Top,15.142,,2.583,0.082
3210.7,17.285,0.9061194575455616,2.585,0.084,Hod Fm. Top,,,2.585,0.084
3210.8,19.193,0.9081095403925522,2.589,0.084,Hod Fm. Top,19.193,0.9081095403925522,2.589,0.084
3210.9,19.611,0.8989444668665095,2.594,0.082,Hod Fm. Top,19.611,0.8989444668665095,2.594,0.082
3211.0,19.419,0.8814987796149828,2.598,0.08,Hod Fm. Top,19.419,0.8814987796149828,2.598,
3211.1,18.907,0.8684680990209867,2.598,0.077,Hod Fm. Top,18.907,0.8684680990209867,2.598,0.077
3211.2,16.956,0.8684680990209867,2.595,0.076,Hod Fm. Top,16.956,0.8684680990209867,2.595,0.076
3211.3,15.142,0.8833206783829752,2.59,0.075,Hod Fm. Top,15.142,0.8833206783829752,2.59,0.075
3211.4,12.993,0.8689381783329112,2.586,0.075,Hod Fm. Top,12.993,0.8689381783329112,2.586,0.075
3211.5,12.828,0.8639173769578604,2.586,0.076,Hod Fm. Top,12.828,0.8639173769578604,2.586,0.076
3211.6,12.839,0.8704039052790271,2.587,0.077,Hod Fm. Top,12.839,,2.587,0.077
3211.7,12.727,0.8493579816612989,2.588,0.079,Hod Fm. Top,12.727,0.8493579816612989,2.588,0.079
3211.8,13.689,0.8415471652565533,2.585,0.083,Hod Fm. Top,13.689,0.8415471652565533,2.585,
3211.9,15.37,0.8307810756063613,2.58,0.086,Hod Fm. Top,15.37,0.8307810756063613,2.58,0.086
3212.0,17.298,0.8221680793680175,2.576,0.091,Hod Fm. Top,17.298,0.8221680793680175,2.576,
3212.1,18.375,0.8013350956745465,2.573,0.094,Hod Fm. Top,18.375,0.8013350956745465,2.573,0.094
3212.2,18.877,0.811976944336954,2.572,0.096,Hod Fm. Top,18.877,0.811976944336954,2.572,0.096
3212.3,20.887,0.8161086707399038,2.572,0.099,Hod Fm. Top,20.887,0.8161086707399038,2.572,0.099
3212.4,21.295,0.8004421213362566,2.572,0.099,Hod Fm. Top,21.295,0.8004421213362566,2.572,0.099
3212.5,20.45,0.7475671627376249,2.572,0.096,Hod Fm. Top,20.45,0.7475671627376249,2.572,0.096
3212.6,18.827,0.7475671627376249,2.576,0.092,Hod Fm. Top,18.827,0.7475671627376249,2.576,0.092
3212.7,17.492,0.7579271831133293,2.581,0.084,Hod Fm. Top,,0.7579271831133293,2.581,0.084
3212.8,15.835,0.7879561232839318,2.588,0.078,Hod Fm. Top,15.835,0.7879561232839318,2.588,0.078
3212.9,13.393,0.8470788620657155,2.593,0.071,Hod Fm. Top,13.393,,2.593,0.071
3213.0,10.844,0.8927622346158168,2.597,0.066,Hod Fm. Top,10.844,,2.597,0.066
3213.1,9.829,0.8947589943718921,2.599,0.063,Hod Fm. Top,9.829,0.8947589943718921,2.599,0.063
3213.2,8.481,0.8803561994192363,2.6,0.063,Hod Fm. Top,8.481,0.8803561994192363,2.6,0.063
3213.3,8.32,0.8582965245338853,2.599,0.063,Hod Fm. Top,,0.8582965245338853,2.599,0.063
3213.4,8.144,0.8772561331135862,2.597,0.065,Hod Fm. Top,,0.8772561331135862,2.597,
3213.5,7.75,0.885361220031512,2.594,0.066,Hod Fm. Top,,0.885361220031512,2.594,0.066
3213.6,9.245,0.8805849560649799,2.594,0.068,Hod Fm. Top,9.245,0.8805849560649799,2.594,0.068
3213.7,10.402,0.8840019247687871,2.594,0.072,Hod Fm. Top,,,2.594,0.072
3213.8,11.325,0.8698768132667666,2.594,0.076,Hod Fm. Top,,,2.594,0.076
3213.9,12.784,0.8826952623815971,2.593,0.08,Hod Fm. Top,12.784,0.8826952623815971,2.593,
3214.0,15.203,0.8866598978612028,2.59,0.083,Hod Fm. Top,15.203,0.8866598978612028,2.59,
3214.1,18.554,0.8796119070658508,2.587,0.086,Hod Fm. Top,18.554,0.8796119070658508,2.587,0.086
3214.2,20.025,0.8480658954039915,2.587,0.085,Hod Fm. Top,,,2.587,
3214.3,18.616,0.8128465369670712,2.591,0.083,Hod Fm. Top,18.616,0.8128465369670712,2.591,
3214.4,18.263,0.8013350956745465,2.596,0.08,Hod Fm. Top,18.263,0.8013350956745465,2.596,
3214.5,16.943,0.8191489428071342,2.6,0.078,Hod Fm. Top,,0.8191489428071342,2.6,0.078
3214.6,14.187,0.8623699371228823,2.601,0.075,Hod Fm. Top,14.187,0.8623699371228823,2.601,0.075
3214.7,13.145,0.875986771428488,2.6,0.073,Hod Fm. Top,13.145,0.875986771428488,2.6,0.073
3214.8,12.699,0.8636202202703156,2.6,0.073,Hod Fm. Top,12.699,0.8636202202703156,2.6,0.073
3214.9,13.402,0.8634418286137086,2.602,0.073,Hod Fm. Top,13.402,0.8634418286137086,2.602,0.073
3215.0,14.33,0.8599784416420208,2.604,0.074,Hod Fm. Top,14.33,0.8599784416420208,2.604,0.074
3215.1,13.41,0.8606972740520389,2.605,0.075,Hod Fm. Top,13.41,0.8606972740520389,2.605,0.075
3215.2,12.703,0.8502172417983894,2.603,0.076,Hod Fm. Top,12.703,0.8502172417983894,2.603,0.076
3215.3,13.429,0.8424220033576498,2.601,0.077,Hod Fm. Top,13.429,0.8424220033576498,2.601,0.077
3215.4,13.971,0.8384712790719289,2.601,0.076,Hod Fm. Top,13.971,0.8384712790719289,2.601,0.076
3215.5,12.822,0.8308451923086115,2.602,0.075,Hod Fm. Top,12.822,0.8308451923086115,2.602,0.075
3215.6,11.305,0.8217099972983763,2.603,0.074,Hod Fm. Top,11.305,0.8217099972983763,2.603,0.074
3215.7,9.215,0.8137143918811448,2.604,0.073,Hod Fm. Top,9.215,0.8137143918811448,2.604,0.073
3215.8,8.436,0.8070612399172391,2.604,0.071,Hod Fm. Top,,0.8070612399172391,2.604,0.071
3215.9,7.152,0.8105685292164129,2.602,0.068,Hod Fm. Top,,,2.602,0.068
3216.0,5.712,0.8075350280688532,2.599,0.064,Hod Fm. Top,,0.8075350280688532,2.599,0.064
3216.1,4.514,0.8017466192194601,2.595,0.065,Hod Fm. Top,4.514,0.8017466192194601,2.595,
3216.2,4.229,0.78738962135211,2.592,0.066,Hod Fm. Top,4.229,0.78738962135211,2.592,0.066
3216.3,3.942,0.7850449583315441,2.59,0.066,Hod Fm. Top,3.942,0.7850449583315441,2.59,0.066
3216.4,3.41,0.7843319480221483,2.591,0.067,Hod Fm. Top,3.41,0.7843319480221483,2.591,
3216.5,3.09,0.7832602328729489,2.592,0.069,Hod Fm. Top,3.09,0.7832602328729489,2.592,0.069
3216.6,3.538,0.7859701251320095,2.591,0.07,Hod Fm. Top,3.538,,2.591,0.07
3216.7,3.457,0.777716738609626,2.587,0.072,Hod Fm. Top,3.457,0.777716738609626,2.587,0.072
3216.8,3.5,0.7596678446896304,2.582,0.073,Hod Fm. Top,3.5,0.7596678446896304,2.582,0.073
3216.9,3.23,0.7732011423563444,2.578,0.073,Hod Fm. Top,3.23,0.7732011423563444,2.578,0.073
3217.0,2.994,0.7488854400095167,2.578,0.072,Hod Fm. Top,2.994,0.7488854400095167,2.578,0.072
3217.1,3.249,0.7673043174532732,2.581,0.072,Hod Fm. Top,3.249,0.7673043174532732,2.581,0.072
3217.2,3.125,0.7687120803776636,2.585,0.071,Hod Fm. Top,3.125,0.7687120803776636,2.585,0.071
3217.3,2.687,0.7755376347809569,2.59,0.071,Hod Fm. Top,,0.7755376347809569,2.59,0.071
3217.4,3.049,0.7846172926328754,2.594,0.07,Hod Fm. Top,3.049,0.7846172926328754,2.594,0.07
3217.5,3.198,0.7890163267933746,2.598,0.067,Hod Fm. Top,3.198,0.7890163267933746,2.598,
3217.6,3.535,0.8044120591377139,2.603,0.064,Hod Fm. Top,3.535,0.8044120591377139,2.603,0.064
3217.7,3.39,0.8129801660394804,2.607,0.062,Hod Fm. Top,3.39,0.8129801660394804,2.607,0.062
3217.8,3.608,0.8261396179359147,2.61,0.061,Hod Fm. Top,3.608,0.8261396179359147,2.61,0.061
3217.9,3.53,0.8382822499146885,2.614,0.06,Hod Fm. Top,3.53,0.8382822499146885,2.614,0.06
3218.0,3.987,0.8441664104502007,2.618,0.06,Hod Fm. Top,3.987,0.8441664104502007,2.618,0.06
3218.1,4.422,0.8533939774506657,2.621,0.06,Hod Fm. Top,4.422,0.8533939774506657,2.621,0.06
3218.2,4.772,0.8544275057878613,2.622,0.06,Hod Fm. Top,,0.8544275057878613,2.622,0.06
3218.3,5.293,0.8677031332700977,2.622,0.06,Hod Fm. Top,,0.8677031332700977,2.622,0.06
3218.4,5.68,0.87075494489014,2.623,0.06,Hod Fm. Top,,,2.623,0.06
3218.5,6.344,0.8868853589860086,2.626,0.061,Hod Fm. Top,,0.8868853589860086,,0.061
3218.6,7.634,0.8858133746604889,2.629,0.062,Hod Fm. Top,,0.8858133746604889,2.629,0.062
3218.7,9.156,0.8856438718357639,2.631,0.064,Hod Fm. Top,,0.8856438718357639,2.631,0.064
3218.8,10.329,0.887054378050957,2.631,0.066,Hod Fm. Top,10.329,0.887054378050957,2.631,0.066
3218.9,11.956,0.8910912264677238,2.63,0.069,Hod Fm. Top,11.956,,2.63,0.069
3219.0,14.064,0.8954777962757146,2.629,0.073,Hod Fm. Top,14.064,0.8954777962757146,2.629,0.073
3219.1,16.685,0.8997110945711446,2.629,0.076,Hod Fm. Top,,0.8997110945711446,2.629,0.076
3219.2,19.071,0.901948465073084,2.63,0.078,Hod Fm. Top,19.071,,2.63,0.078
3219.3,21.345,0.891983230851967,2.632,0.078,Hod Fm. Top,21.345,,2.632,0.078
3219.4,22.362,0.8783494222177755,2.633,0.076,Hod Fm. Top,22.362,0.8783494222177755,,0.076
3219.5,21.808,0.8766796104192005,2.634,0.075,Hod Fm. Top,21.808,0.8766796104192005,2.634,0.075
3219.6,22.705,0.8759289849229269,2.634,0.074,Hod Fm. Top,22.705,0.8759289849229269,2.634,0.074
3219.7,21.473,0.8691730273216831,2.634,0.075,Hod Fm. Top,21.473,0.8691730273216831,2.634,0.075
3219.8,20.72,0.8703453710809597,2.636,0.076,Hod Fm. Top,20.72,,2.636,0.076
3219.9,20.503,0.8705209500127643,2.64,0.078,Hod Fm. Top,20.503,,2.64,0.078
3220.0,21.013,0.866582677063549,2.644,0.08,Hod Fm. Top,21.013,,,
3220.1,21.247,0.8436064719245108,2.643,0.081,Hod Fm. Top,21.247,0.8436064719245108,2.643,0.081
3220.2,21.77,0.8061121101690912,2.635,0.084,Hod Fm. Top,21.77,0.8061121101690912,,0.084
3220.3,21.749,0.7697464671794535,2.625,0.089,Hod Fm. Top,21.749,0.7697464671794535,2.625,0.089
3220.4,21.268,0.7559510410041319,2.618,0.095,Hod Fm. Top,21.268,0.7559510410041319,2.618,0.095
3220.5,22.94,0.7497363155690611,2.613,0.102,Hod Fm. Top,22.94,0.7497363155690611,,0.102
3220.6,24.754,0.7373516958037145,2.609,0.106,Hod Fm. Top,24.754,0.7373516958037145,2.609,0.106
3220.7,26.27,0.7113853790984517,2.605,0.108,Hod Fm. Top,26.27,0.7113853790984517,2.605,0.108
3220.8,27.048,0.6558104944952523,2.602,0.106,Hod Fm. Top,27.048,0.6558104944952523,2.602,0.106
3220.9,27.39,0.5975855017522046,2.597,0.107,Hod Fm. Top,27.39,0.5975855017522046,2.597,0.107
3221.0,25.981,0.5653755027140737,2.593,0.105,Hod Fm. Top,25.981,0.5653755027140737,2.593,0.105
3221.1,24.958,0.589055531052344,2.589,0.103,Hod Fm. Top,,0.589055531052344,2.589,0.103
3221.2,24.808,0.5737995822157407,2.587,0.101,Hod Fm. Top,24.808,0.5737995822157407,2.587,0.101
3221.3,23.722,0.5851221863068155,2.585,0.097,Hod Fm. Top,23.722,0.5851221863068155,2.585,0.097
3221.4,24.141,0.5911759503117914,2.585,0.099,Hod Fm. Top,,,2.585,0.099
3221.5,24.702,0.6182573448404014,2.587,0.098,Hod Fm. Top,24.702,0.6182573448404014,2.587,0.098
3221.6,24.013,0.6242820958356683,2.588,0.097,Hod Fm. Top,24.013,0.6242820958356683,2.588,0.097
3221.7,22.477,0.6101276130759954,2.59,0.095,Hod Fm. Top,22.477,0.6101276130759954,2.59,0.095
3221.8,22.344,0.6117233080073418,2.59,0.094,Hod Fm. Top,22.344,0.6117233080073418,2.59,0.094
3221.9,21.043,0.6201360549737575,2.589,0.093,Hod Fm. Top,21.043,0.6201360549737575,2.589,0.093
3222.0,22.287,0.6266482684740102,2.589,0.093,Hod Fm. Top,22.287,0.6266482684740102,2.589,0.093
3222.1,23.09,0.6219029608912305,2.59,0.094,Hod Fm. Top,23.09,0.6219029608912305,2.59,0.094
3222.2,22.302,0.6287974855667101,2.592,0.095,Hod Fm. Top,,0.6287974855667101,2.592,0.095
3222.3,22.305,0.6331653536839031,2.593,0.096,Hod Fm. Top,,0.6331653536839031,2.593,0.096
3222.4,21.942,0.6356847625472225,2.592,0.096,Hod Fm. Top,21.942,,2.592,0.096
3222.5,22.159,0.6321534835106326,2.593,0.096,Hod Fm. Top,,0.6321534835106326,2.593,0.096
3222.6,22.367,0.6259294927162946,2.594,0.095,Hod Fm. Top,22.367,0.6259294927162946,2.594,0.095
3222.7,21.886,0.6288995644206067,2.596,0.094,Hod Fm. Top,21.886,0.6288995644206067,2.596,0.094
3222.8,22.354,0.623559390005437,2.596,0.094,Hod Fm. Top,22.354,0.623559390005437,2.596,0.094
3222.9,22.875,0.6217992240026676,2.595,0.096,Hod Fm. Top,,0.6217992240026676,2.595,0.096
3223.0,23.425,0.6288995644206067,2.594,0.098,Hod Fm. Top,23.425,0.6288995644206067,2.594,0.098
3223.1,23.464,0.6208644752651211,2.594,0.101,Hod Fm. Top,23.464,0.6208644752651211,2.594,0.101
3223.2,24.186,0.6232492903979004,2.595,0.103,Hod Fm. Top,24.186,0.6232492903979004,2.595,0.103
3223.3,24.547,0.6177340353640179,2.596,0.105,Hod Fm. Top,24.547,0.6177340353640179,2.596,0.105
3223.4,25.56,0.6006462356623945,2.596,0.107,Hod Fm. Top,,0.6006462356623945,2.596,0.107
3223.5,27.856,0.6028193424326997,2.597,0.109,Hod Fm. Top,27.856,0.6028193424326997,2.597,
3223.6,28.556,0.5864747785713966,2.597,0.112,Hod Fm. Top,28.556,0.5864747785713966,2.597,0.112
